worker_id,name,skill_set,experience_level,availability,health_status,past_performance,job_sites,productivity_score
692,Lisa Salas,Flooring,Beginner,Unavailable,Healthy,2,F,1.6
693,Melissa Rice,Heavy Machinery Operation,Beginner,Available,Minor Issues,9,C,5.76
694,Shane Short,Carpentry,Intermediate,Unavailable,Minor Issues,10,H,8.0
695,Daniel Burns,Electrical,Beginner,Available,Minor Issues,7,C,4.48
696,Daniel Lewis,Drywall,Advanced,Unavailable,Minor Issues,1,D,0.96
697,Elizabeth Ashley,Carpentry,Beginner,Unavailable,Healthy,10,D,8.0
698,Andrew Nunez,Painting,Advanced,Unavailable,Major Issues,4,D,2.4
699,Alexandra Farley,HVAC,Advanced,Unavailable,Healthy,6,H,7.2
700,Mr. Ethan Alexander,Flooring,Advanced,Available,Healthy,5,E,6.0
701,Audrey Griffin,Drywall,Intermediate,Available,Healthy,9,G,9.0
702,Catherine Calderon,Heavy Machinery Operation,Advanced,Available,Major Issues,10,J,6.0
703,Amy Reynolds MD,Carpentry,Intermediate,Unavailable,Major Issues,7,C,3.5
704,Dawn Camacho,Painting,Beginner,Unavailable,Major Issues,6,D,2.4
705,Mary Henson,Electrical,Advanced,Available,Minor Issues,10,F,9.6
706,Heather Perez,Carpentry,Intermediate,Unavailable,Major Issues,9,C,4.5
707,Jeffery Vega,Drywall,Advanced,Unavailable,Healthy,9,H,10.8
708,Miss Kerry Palmer MD,Painting,Advanced,Unavailable,Minor Issues,5,D,4.8
709,Michael Greene,Roofing,Advanced,Available,Major Issues,8,B,4.8
710,Tina Hansen,Painting,Advanced,Available,Healthy,2,F,2.4
711,Kelly Cole,Plumbing,Intermediate,Available,Healthy,1,B,1.0
712,Jason Smith,Heavy Machinery Operation,Beginner,Available,Minor Issues,4,A,2.56
713,Leslie Evans,Heavy Machinery Operation,Beginner,Available,Healthy,9,B,7.2
714,Elizabeth Hampton,HVAC,Advanced,Unavailable,Healthy,9,G,10.8
715,Janice Gregory,Flooring,Beginner,Available,Major Issues,6,D,2.4
716,Jessica Coleman,Heavy Machinery Operation,Beginner,Available,Major Issues,4,F,1.6
717,Christian Hensley,Flooring,Intermediate,Unavailable,Minor Issues,7,J,5.6
718,Brandy Sheppard DDS,Flooring,Advanced,Available,Minor Issues,1,C,0.96
719,Kyle Jordan Jr.,Flooring,Intermediate,Unavailable,Healthy,6,A,6.0
720,Desiree Cameron,Drywall,Advanced,Available,Major Issues,2,I,1.2
721,Wendy Campbell,Plumbing,Advanced,Unavailable,Major Issues,5,C,3.0
722,James Campbell,Painting,Beginner,Unavailable,Major Issues,10,F,4.0
723,Rebecca Edwards,Landscaping,Intermediate,Unavailable,Minor Issues,1,F,0.8
724,Steven Lopez,Roofing,Intermediate,Unavailable,Minor Issues,1,J,0.8
725,Latasha Robinson,Roofing,Advanced,Available,Major Issues,7,I,4.2
726,Bernard Allen,Flooring,Intermediate,Unavailable,Minor Issues,6,G,4.8
727,Dr. Lauren Young,Heavy Machinery Operation,Advanced,Unavailable,Major Issues,6,D,3.6
728,Helen Clark,HVAC,Beginner,Available,Healthy,7,G,5.6
729,James Harper,Carpentry,Beginner,Available,Major Issues,10,G,4.0
730,Tina Escobar,Flooring,Beginner,Unavailable,Healthy,2,G,1.6
731,Matthew Stark,Electrical,Intermediate,Available,Minor Issues,6,A,4.8
732,Michelle Lopez,Painting,Advanced,Available,Major Issues,5,A,3.0
733,Olivia Burke,Heavy Machinery Operation,Beginner,Unavailable,Healthy,3,G,2.4
734,Caleb Johnson MD,Heavy Machinery Operation,Advanced,Unavailable,Minor Issues,9,C,8.64
735,Linda Marshall,Heavy Machinery Operation,Advanced,Unavailable,Minor Issues,7,C,6.72
736,Matthew Kirk,Flooring,Advanced,Unavailable,Major Issues,8,C,4.8
737,Ashley Hess,Drywall,Intermediate,Unavailable,Healthy,9,J,9.0
738,Patricia Payne,Flooring,Intermediate,Available,Minor Issues,8,J,6.4
739,Kristi Moore,Roofing,Intermediate,Unavailable,Healthy,8,F,8.0
740,Heather Schroeder,Roofing,Beginner,Available,Minor Issues,9,F,5.76
741,Dana Koch,Flooring,Intermediate,Available,Minor Issues,8,I,6.4
742,Michael Gomez,Electrical,Intermediate,Unavailable,Minor Issues,5,G,4.0
743,Joseph Hancock,HVAC,Intermediate,Available,Healthy,4,C,4.0
744,Janice Cunningham DDS,Electrical,Intermediate,Unavailable,Minor Issues,2,I,1.6
745,Dennis Mathews,Painting,Advanced,Available,Major Issues,5,I,3.0
746,John Thompson,Roofing,Beginner,Unavailable,Major Issues,4,J,1.6
747,Claire Mitchell,Plumbing,Beginner,Unavailable,Minor Issues,5,D,3.2
748,David Roberts,Painting,Beginner,Available,Major Issues,2,C,0.8
749,Anthony Sullivan,HVAC,Beginner,Unavailable,Healthy,10,A,8.0
750,Lisa Best,Flooring,Intermediate,Unavailable,Major Issues,7,H,3.5
751,Thomas Griffin,Drywall,Advanced,Available,Minor Issues,2,B,1.92
752,Benjamin Ellis,Electrical,Intermediate,Unavailable,Healthy,5,G,5.0
753,Meghan Brown,Roofing,Beginner,Available,Major Issues,10,A,4.0
754,Daniel Porter,Carpentry,Beginner,Available,Healthy,5,D,4.0
755,James Wallace,Electrical,Intermediate,Unavailable,Major Issues,2,G,1.0
756,Michael Ramos,Plumbing,Intermediate,Available,Major Issues,2,H,1.0
757,Joe Bautista,Heavy Machinery Operation,Advanced,Available,Major Issues,6,J,3.6
758,Logan Harding DDS,Plumbing,Beginner,Available,Major Issues,4,F,1.6
759,Katherine Barnes,Carpentry,Advanced,Unavailable,Minor Issues,8,I,7.68
760,Julie Gomez,Carpentry,Advanced,Unavailable,Major Issues,7,H,4.2
761,Andrew Smith,Landscaping,Beginner,Available,Minor Issues,2,H,1.28
762,Nathan Randall,Carpentry,Advanced,Available,Healthy,9,C,10.8
763,Terry Mitchell DDS,HVAC,Intermediate,Unavailable,Minor Issues,1,G,0.8
764,Erin Liu,Drywall,Intermediate,Unavailable,Minor Issues,2,C,1.6
765,Joshua Stephens,Flooring,Intermediate,Unavailable,Healthy,3,B,3.0
766,Jennifer Padilla,Landscaping,Beginner,Available,Major Issues,4,D,1.6
767,Priscilla Dudley,Roofing,Intermediate,Unavailable,Major Issues,6,C,3.0
768,Christina Morgan,Drywall,Advanced,Available,Major Issues,3,H,1.8
769,Michael Benton,Electrical,Beginner,Unavailable,Healthy,8,F,6.4
770,Melissa Miller,Flooring,Beginner,Available,Major Issues,3,B,1.2
771,Steven Riley,HVAC,Intermediate,Available,Major Issues,10,B,5.0
772,Joseph Hancock,Heavy Machinery Operation,Beginner,Available,Minor Issues,5,H,3.2
773,Anita Miller,Electrical,Beginner,Unavailable,Minor Issues,6,B,3.84
774,Paul Parks,Landscaping,Intermediate,Available,Minor Issues,10,F,8.0
775,Kelli Brown,Flooring,Intermediate,Unavailable,Minor Issues,5,G,4.0
776,Monica Scott,Plumbing,Beginner,Unavailable,Healthy,1,I,0.8
777,Megan Moss,Plumbing,Beginner,Available,Healthy,1,H,0.8
778,Jeremy Robinson,Drywall,Beginner,Unavailable,Minor Issues,3,A,1.92
779,Angela Rosales,HVAC,Intermediate,Unavailable,Major Issues,1,C,0.5
780,Angela Wheeler,Plumbing,Beginner,Available,Minor Issues,6,G,3.84
781,John Green,Flooring,Intermediate,Unavailable,Major Issues,7,A,3.5
782,Jill Perry,Plumbing,Intermediate,Unavailable,Healthy,4,F,4.0
783,Tina Matthews,Painting,Advanced,Unavailable,Healthy,3,A,3.6
784,Jonathan Flores,HVAC,Advanced,Available,Healthy,9,D,10.8
785,Jeremy Williams,Carpentry,Advanced,Unavailable,Major Issues,6,F,3.6
786,Kathleen Ochoa,Drywall,Beginner,Unavailable,Healthy,10,D,8.0
787,Dana Lowe,Roofing,Advanced,Unavailable,Healthy,3,F,3.6
788,Tonya Castillo,Roofing,Intermediate,Available,Major Issues,7,F,3.5
789,Trevor Sanders,Heavy Machinery Operation,Intermediate,Unavailable,Major Issues,3,F,1.5
790,Grant Nguyen,Landscaping,Beginner,Unavailable,Minor Issues,8,J,5.12
791,Charles Baker,Landscaping,Beginner,Available,Minor Issues,9,F,5.76
792,Debra Ruiz,Carpentry,Advanced,Available,Minor Issues,3,E,2.88
793,Melanie Hall,Roofing,Advanced,Unavailable,Major Issues,6,F,3.6
794,Yvonne Jones,Roofing,Intermediate,Available,Healthy,1,G,1.0
795,Anthony Love,Roofing,Advanced,Available,Major Issues,1,F,0.6
796,Ashley Moody MD,Drywall,Beginner,Unavailable,Major Issues,1,A,0.4
797,Shawna Ramirez,Roofing,Advanced,Unavailable,Healthy,1,D,1.2
798,Alex Hamilton,Heavy Machinery Operation,Intermediate,Unavailable,Minor Issues,2,J,1.6
799,Elizabeth Walton,Painting,Intermediate,Unavailable,Minor Issues,10,C,8.0
800,Krystal Odom,Carpentry,Beginner,Available,Major Issues,2,C,0.8
801,Sean Perkins,Carpentry,Intermediate,Available,Healthy,7,D,7.0
802,Karen Herrera,Flooring,Intermediate,Available,Healthy,1,B,1.0
803,Meghan Carpenter,Landscaping,Beginner,Available,Major Issues,4,D,1.6
804,Kimberly Mann,Flooring,Beginner,Available,Minor Issues,5,B,3.2
805,Catherine Steele,Roofing,Advanced,Available,Healthy,6,C,7.2
806,John Wheeler,Drywall,Beginner,Unavailable,Healthy,2,E,1.6
807,Christopher Johnson,HVAC,Advanced,Available,Minor Issues,2,G,1.92
808,Kevin Olson,Drywall,Beginner,Unavailable,Major Issues,9,E,3.6
809,Juan Johnson,Drywall,Advanced,Unavailable,Minor Issues,1,F,0.96
810,Gary Lee,Flooring,Beginner,Available,Healthy,1,E,0.8
811,Scott Smith,Heavy Machinery Operation,Advanced,Unavailable,Healthy,6,B,7.2
812,Mitchell Murray,Flooring,Beginner,Available,Healthy,10,C,8.0
813,Miguel Martin,Plumbing,Intermediate,Available,Major Issues,3,B,1.5
814,Michele Rich,HVAC,Advanced,Available,Healthy,3,I,3.6
815,Anne Jones,Heavy Machinery Operation,Intermediate,Unavailable,Minor Issues,5,A,4.0
816,Jesse Blake,Landscaping,Beginner,Available,Major Issues,9,C,3.6
817,Danny Barnett,Flooring,Intermediate,Unavailable,Major Issues,6,B,3.0
818,Joshua Cochran,Heavy Machinery Operation,Intermediate,Unavailable,Healthy,1,H,1.0
819,Caroline Smith,Roofing,Intermediate,Unavailable,Minor Issues,10,I,8.0
820,Kenneth Williams,Carpentry,Intermediate,Available,Minor Issues,8,I,6.4
821,Isaac Garza,Electrical,Beginner,Available,Major Issues,6,G,2.4
822,Theresa Oconnor,Landscaping,Intermediate,Unavailable,Healthy,8,E,8.0
823,Catherine Carter,Landscaping,Advanced,Available,Major Issues,2,B,1.2
824,Joshua Smith,Flooring,Beginner,Available,Healthy,6,C,4.8
825,Kevin Walker,Drywall,Intermediate,Available,Healthy,4,A,4.0
826,Anthony Mason,HVAC,Advanced,Available,Major Issues,10,B,6.0
827,Kayla Hale,Plumbing,Advanced,Unavailable,Major Issues,9,D,5.4
828,Dr. Krista Miller DDS,Drywall,Intermediate,Available,Minor Issues,1,D,0.8
829,Allen Boone,Electrical,Advanced,Available,Healthy,6,J,7.2
830,Lawrence Thomas,HVAC,Advanced,Available,Minor Issues,3,I,2.88
831,Jennifer Palmer,Heavy Machinery Operation,Advanced,Available,Major Issues,1,C,0.6
832,George Johnson,Electrical,Advanced,Available,Minor Issues,5,J,4.8
833,Bryan Roberts,Landscaping,Advanced,Available,Major Issues,10,H,6.0
834,Donna Edwards,Electrical,Intermediate,Available,Healthy,3,G,3.0
835,Danielle Moore,Roofing,Advanced,Unavailable,Minor Issues,1,C,0.96
836,Karen Warren,Drywall,Intermediate,Available,Healthy,2,G,2.0
837,Danielle Watson,Roofing,Advanced,Unavailable,Minor Issues,4,J,3.84
838,Ian Lopez,Flooring,Intermediate,Unavailable,Minor Issues,6,C,4.8
839,Calvin Thompson,Heavy Machinery Operation,Advanced,Available,Minor Issues,7,E,6.72
840,Rachel Ferguson,Painting,Intermediate,Available,Major Issues,4,E,2.0
841,Dean Mullins,Flooring,Beginner,Available,Major Issues,9,D,3.6
842,Lisa Leonard,Drywall,Beginner,Available,Healthy,8,A,6.4
843,Elizabeth Baldwin,Plumbing,Advanced,Unavailable,Major Issues,4,I,2.4
844,Amanda Anderson,Roofing,Advanced,Available,Minor Issues,2,D,1.92
845,Leonard Rivera,Plumbing,Beginner,Unavailable,Major Issues,2,E,0.8
846,Jennifer Castillo,HVAC,Intermediate,Unavailable,Healthy,4,F,4.0
847,Glen Wilson,Roofing,Intermediate,Unavailable,Major Issues,6,E,3.0
848,Benjamin Parker,Painting,Beginner,Available,Healthy,2,H,1.6
849,Wesley Smith III,Heavy Machinery Operation,Intermediate,Available,Major Issues,4,F,2.0
850,Rhonda Williams,Drywall,Advanced,Unavailable,Major Issues,3,H,1.8
851,Trevor Curtis,Carpentry,Intermediate,Available,Healthy,9,F,9.0
852,Nicholas Gonzales,Painting,Beginner,Unavailable,Major Issues,5,I,2.0
853,Rebecca Woodard,Heavy Machinery Operation,Beginner,Available,Major Issues,2,E,0.8
854,John Hines,Landscaping,Intermediate,Unavailable,Minor Issues,8,A,6.4
855,Kristin Estrada,Plumbing,Advanced,Available,Healthy,4,J,4.8
856,Patricia Daniel,Landscaping,Intermediate,Available,Minor Issues,1,E,0.8
857,Ronald Ponce,Plumbing,Advanced,Available,Healthy,5,C,6.0
858,Yvette Freeman,Heavy Machinery Operation,Intermediate,Unavailable,Healthy,7,D,7.0
859,Daniel Bowers,Carpentry,Intermediate,Available,Minor Issues,9,B,7.2
860,Kristin Robinson,Drywall,Advanced,Available,Healthy,7,G,8.4
861,Manuel Dudley,Flooring,Intermediate,Available,Minor Issues,5,B,4.0
862,Angela Johnson,Heavy Machinery Operation,Beginner,Unavailable,Healthy,3,A,2.4
863,Nathan Roberts,HVAC,Beginner,Available,Major Issues,2,D,0.8
864,Rachel Jackson,Drywall,Beginner,Unavailable,Minor Issues,8,J,5.12
865,Dana Clark,Landscaping,Beginner,Available,Healthy,10,D,8.0
866,Tyler Patrick,HVAC,Intermediate,Unavailable,Minor Issues,4,I,3.2
867,David Rodriguez,Carpentry,Intermediate,Available,Healthy,7,D,7.0
868,Daniel Sanchez,Roofing,Beginner,Unavailable,Major Issues,6,C,2.4
869,Michael Chavez,Landscaping,Beginner,Unavailable,Major Issues,8,J,3.2
870,Tamara Mcgrath,Drywall,Beginner,Available,Minor Issues,7,H,4.48
871,Melanie Bryant,Landscaping,Advanced,Available,Healthy,3,C,3.6
872,Louis Smith,Electrical,Beginner,Available,Major Issues,6,A,2.4
873,Stephanie Wood,Carpentry,Intermediate,Unavailable,Minor Issues,10,A,8.0
874,Emily Key,Drywall,Advanced,Available,Minor Issues,3,F,2.88
875,Michael Wilson,Painting,Advanced,Unavailable,Major Issues,8,B,4.8
876,Susan Vazquez,Electrical,Intermediate,Available,Healthy,8,D,8.0
877,Lacey Vang,Electrical,Intermediate,Available,Minor Issues,9,I,7.2
878,Justin Woods,Painting,Beginner,Available,Minor Issues,4,B,2.56
879,Ashley Chapman,Drywall,Advanced,Unavailable,Minor Issues,1,B,0.96
880,Ronald Bernard,Flooring,Advanced,Available,Major Issues,5,J,3.0
881,Jacqueline Lee,Electrical,Advanced,Unavailable,Minor Issues,2,D,1.92
882,Amy Martin,Heavy Machinery Operation,Beginner,Unavailable,Minor Issues,9,C,5.76
883,Nathan Parks,HVAC,Intermediate,Unavailable,Major Issues,2,A,1.0
884,Deborah Lee,Drywall,Advanced,Available,Healthy,5,A,6.0
885,Rebecca Phillips,Electrical,Advanced,Unavailable,Minor Issues,6,D,5.76
886,John Jacobs,Heavy Machinery Operation,Intermediate,Unavailable,Healthy,8,A,8.0
887,Joshua Kim,Flooring,Beginner,Unavailable,Major Issues,9,J,3.6
888,Lynn West,Electrical,Intermediate,Unavailable,Healthy,9,I,9.0
889,Ethan Cummings,Carpentry,Intermediate,Unavailable,Major Issues,6,C,3.0
890,Sheila Schroeder,Flooring,Intermediate,Available,Minor Issues,1,B,0.8
891,Valerie Bray,Plumbing,Beginner,Available,Minor Issues,7,I,4.48
892,James Brewer,Flooring,Intermediate,Available,Healthy,5,I,5.0
893,Jerry Gonzalez,Carpentry,Advanced,Unavailable,Minor Issues,1,I,0.96
894,Matthew Brooks,Drywall,Beginner,Available,Minor Issues,10,H,6.4
895,Amy Hall,HVAC,Beginner,Unavailable,Major Issues,8,F,3.2
896,Pamela Stokes,HVAC,Advanced,Available,Healthy,4,A,4.8
897,Laura Melton,Heavy Machinery Operation,Beginner,Unavailable,Major Issues,6,A,2.4
898,Joy Webb,Electrical,Intermediate,Available,Minor Issues,6,E,4.8
899,Shawn Walters,HVAC,Advanced,Unavailable,Major Issues,6,C,3.6
900,Nicholas Levine,Flooring,Intermediate,Available,Healthy,3,A,3.0
901,Elizabeth Gonzalez,Electrical,Intermediate,Unavailable,Major Issues,6,B,3.0
902,Thomas Waters,Plumbing,Advanced,Available,Minor Issues,9,F,8.64
903,Kimberly Hall,Landscaping,Beginner,Unavailable,Healthy,6,H,4.8
904,Steven Gray,Painting,Intermediate,Unavailable,Major Issues,8,F,4.0
905,Jeffrey Cox,Landscaping,Beginner,Available,Major Issues,5,F,2.0
906,Joseph Ward,Drywall,Intermediate,Unavailable,Healthy,9,J,9.0
907,Johnny Morales,Plumbing,Beginner,Available,Healthy,2,H,1.6
908,Michael Silva,Drywall,Beginner,Unavailable,Healthy,1,C,0.8
909,Dawn Miller,Painting,Intermediate,Available,Healthy,3,F,3.0
910,Diamond Odonnell,Painting,Beginner,Unavailable,Healthy,7,C,5.6
911,Bradley Gonzalez,Painting,Advanced,Unavailable,Healthy,9,F,10.8
912,Erica Welch,Roofing,Beginner,Available,Major Issues,8,A,3.2
913,Amber Cox,Drywall,Intermediate,Available,Healthy,6,F,6.0
914,Ashley Farley,Landscaping,Intermediate,Unavailable,Major Issues,9,F,4.5
915,Caroline Flores,Painting,Advanced,Unavailable,Minor Issues,5,F,4.8
916,Deborah Shields,Flooring,Intermediate,Available,Healthy,5,A,5.0
917,William Green,Painting,Beginner,Unavailable,Major Issues,10,J,4.0
918,Tracy Newman,Flooring,Beginner,Available,Minor Issues,3,H,1.92
919,Joseph Stephens,Carpentry,Advanced,Available,Minor Issues,8,F,7.68
920,Joshua Carter,Roofing,Intermediate,Available,Major Issues,2,A,1.0
921,Joe Mcdaniel,HVAC,Intermediate,Unavailable,Minor Issues,5,D,4.0
922,Dawn Moreno,Plumbing,Advanced,Available,Healthy,8,I,9.6
923,Raymond Martinez,Carpentry,Advanced,Unavailable,Healthy,4,G,4.8
924,Robert Rich,Landscaping,Beginner,Available,Major Issues,3,F,1.2
925,Lori Villa,HVAC,Intermediate,Available,Minor Issues,8,J,6.4
926,Matthew Bowman,HVAC,Advanced,Unavailable,Minor Issues,3,F,2.88
927,Brittany Hunter,Plumbing,Advanced,Available,Healthy,4,H,4.8
928,Amanda Barnett,Painting,Intermediate,Unavailable,Major Issues,2,F,1.0
929,Donna Bryan,Drywall,Beginner,Available,Major Issues,4,A,1.6
930,Omar Gentry,Roofing,Advanced,Available,Healthy,1,H,1.2
931,James Castro,Plumbing,Beginner,Available,Healthy,3,D,2.4
932,Hannah Aguirre,Drywall,Intermediate,Available,Major Issues,4,J,2.0
933,Cassandra Allen,Roofing,Beginner,Available,Minor Issues,7,E,4.48
934,Matthew Carter,Electrical,Advanced,Available,Major Issues,8,J,4.8
935,Briana Freeman,Drywall,Advanced,Available,Major Issues,4,D,2.4
936,Joseph Carpenter,Roofing,Intermediate,Unavailable,Major Issues,4,H,2.0
937,Guy Johnson,Carpentry,Beginner,Unavailable,Major Issues,3,E,1.2
938,Kaitlyn Curry,Drywall,Intermediate,Unavailable,Minor Issues,3,B,2.4
939,Stephanie Yates,Drywall,Beginner,Unavailable,Minor Issues,9,G,5.76
940,Alyssa Hayes,Electrical,Advanced,Available,Major Issues,1,I,0.6
941,Patrick Davis,Plumbing,Advanced,Available,Healthy,9,C,10.8
942,Veronica Scott,Roofing,Advanced,Available,Major Issues,10,F,6.0
943,Destiny Golden,Flooring,Advanced,Unavailable,Major Issues,5,H,3.0
944,Keith Ortiz,Carpentry,Advanced,Unavailable,Healthy,9,B,10.8
945,Joshua Palmer,Drywall,Beginner,Unavailable,Minor Issues,6,D,3.84
946,Miranda Rodgers,Painting,Advanced,Unavailable,Major Issues,2,D,1.2
947,Willie Duarte,Drywall,Intermediate,Available,Minor Issues,1,C,0.8
948,Kevin Mann DDS,Flooring,Intermediate,Unavailable,Major Issues,1,F,0.5
949,Wendy Roberson,Painting,Advanced,Unavailable,Healthy,5,J,6.0
950,Alexis Clark,Plumbing,Advanced,Available,Healthy,2,H,2.4
951,William Soto,Roofing,Beginner,Available,Minor Issues,10,J,6.4
952,Brianna Perkins,Drywall,Beginner,Unavailable,Healthy,10,J,8.0
953,Kristin Joseph,HVAC,Intermediate,Unavailable,Minor Issues,7,E,5.6
954,Kelli Park MD,Landscaping,Beginner,Unavailable,Major Issues,2,F,0.8
955,John Wilson,Painting,Intermediate,Available,Minor Issues,5,F,4.0
956,Lisa Nguyen,Landscaping,Intermediate,Available,Minor Issues,5,C,4.0
957,Jesse Murphy,Painting,Beginner,Unavailable,Major Issues,9,J,3.6
958,Spencer Wells,Carpentry,Intermediate,Available,Healthy,8,J,8.0
959,Cassandra Boyd,Painting,Beginner,Available,Healthy,6,G,4.8
960,Billy Rodriguez,Flooring,Intermediate,Unavailable,Major Issues,6,B,3.0
961,Joseph Williams,Electrical,Beginner,Unavailable,Minor Issues,4,G,2.56
962,Samantha Barnes,Drywall,Beginner,Available,Healthy,3,E,2.4
963,Tracey Simmons,Plumbing,Intermediate,Unavailable,Healthy,3,A,3.0
964,Jeremy Taylor,Roofing,Advanced,Available,Minor Issues,2,I,1.92
965,Mark Allison,Roofing,Beginner,Available,Healthy,10,E,8.0
966,David Gallagher,Plumbing,Advanced,Available,Minor Issues,9,B,8.64
967,Danielle Jackson,Carpentry,Beginner,Available,Major Issues,8,F,3.2
968,Marissa Campbell,Heavy Machinery Operation,Beginner,Available,Minor Issues,1,G,0.64
969,Valerie Anderson,Roofing,Advanced,Available,Major Issues,6,G,3.6
970,Michelle King,Heavy Machinery Operation,Intermediate,Unavailable,Healthy,2,I,2.0
971,Jennifer Schmidt,Electrical,Advanced,Unavailable,Major Issues,5,H,3.0
972,Tiffany Reilly,Heavy Machinery Operation,Advanced,Unavailable,Healthy,9,G,10.8
973,Angela Woods,Painting,Beginner,Unavailable,Minor Issues,10,D,6.4
974,Jay Robertson,Painting,Advanced,Available,Minor Issues,7,I,6.72
975,Ethan Barton Jr.,Landscaping,Intermediate,Unavailable,Minor Issues,8,I,6.4
976,Beth Perez,Plumbing,Beginner,Available,Minor Issues,2,I,1.28
977,Nathan Taylor,Landscaping,Intermediate,Unavailable,Minor Issues,3,J,2.4
978,Carrie Fisher,Landscaping,Advanced,Available,Minor Issues,8,F,7.68
979,Peter Oconnor,Carpentry,Beginner,Available,Minor Issues,6,I,3.84
980,John Floyd,Carpentry,Beginner,Unavailable,Major Issues,7,A,2.8
981,Tiffany Gray,Plumbing,Beginner,Unavailable,Major Issues,2,B,0.8
982,Samantha May MD,Landscaping,Intermediate,Unavailable,Minor Issues,9,J,7.2
983,Andrew Smith,Carpentry,Intermediate,Available,Healthy,9,H,9.0
984,Joshua Mcdonald,HVAC,Beginner,Available,Healthy,1,A,0.8
985,Michelle Doyle,HVAC,Advanced,Unavailable,Major Issues,5,G,3.0
986,Christian Butler,Roofing,Beginner,Unavailable,Healthy,5,I,4.0
987,Amanda Hayes,HVAC,Beginner,Unavailable,Minor Issues,10,D,6.4
988,Karen Wood,Painting,Intermediate,Unavailable,Minor Issues,1,A,0.8
989,Erica Tyler,Drywall,Advanced,Available,Minor Issues,6,E,5.76
990,Amanda Cooper,Roofing,Beginner,Available,Minor Issues,5,E,3.2
991,Patricia Stuart,Painting,Intermediate,Unavailable,Healthy,10,D,10.0
992,Caitlin Smith,Drywall,Advanced,Available,Minor Issues,5,B,4.8
993,Thomas Jones,Roofing,Intermediate,Available,Major Issues,2,B,1.0
994,Barbara Byrd,Landscaping,Advanced,Unavailable,Minor Issues,8,G,7.68
995,Morgan Meadows,Drywall,Advanced,Available,Minor Issues,7,G,6.72
996,Elaine Taylor,Flooring,Intermediate,Unavailable,Healthy,6,F,6.0
997,Jason Bullock,Roofing,Advanced,Unavailable,Major Issues,1,D,0.6
998,Willie Gray,HVAC,Intermediate,Available,Healthy,2,D,2.0
999,Gary Garcia,Electrical,Intermediate,Available,Major Issues,6,D,3.0
1000,David Miller,Electrical,Beginner,Available,Minor Issues,5,J,3.2
1001,Ryan Serrano,HVAC,Intermediate,Available,Minor Issues,9,D,7.2
1002,Deanna Smith,Heavy Machinery Operation,Advanced,Unavailable,Major Issues,4,H,2.4
1003,Kristen Richards,Electrical,Beginner,Unavailable,Healthy,6,H,4.8
1004,Steven Jones,Carpentry,Beginner,Available,Minor Issues,3,J,1.92
1005,Jodi Ramos,Carpentry,Intermediate,Available,Minor Issues,8,E,6.4
1006,Lindsey Watson,Roofing,Advanced,Available,Major Issues,5,G,3.0
1007,Jennifer Chen,Carpentry,Beginner,Unavailable,Major Issues,4,E,1.6
1008,Jordan Chapman,Drywall,Beginner,Unavailable,Minor Issues,5,C,3.2
1009,Albert Foster,Roofing,Beginner,Unavailable,Major Issues,7,G,2.8
1010,Kathleen Rivers,Carpentry,Advanced,Available,Major Issues,4,F,2.4
1011,Crystal Sanders,HVAC,Advanced,Available,Major Issues,5,C,3.0
1012,Danny Reyes,Roofing,Beginner,Unavailable,Major Issues,1,D,0.4
1013,Brian Horn,Painting,Advanced,Unavailable,Major Issues,6,J,3.6
1014,Jeffrey Ochoa DDS,Heavy Machinery Operation,Intermediate,Available,Major Issues,1,D,0.5
1015,James Baker,Painting,Advanced,Available,Major Issues,6,H,3.6
1016,Donna Castaneda,HVAC,Intermediate,Unavailable,Minor Issues,7,A,5.6
1017,Wendy Mcbride,Roofing,Beginner,Available,Minor Issues,4,E,2.56
1018,Aaron Griffin,Flooring,Intermediate,Unavailable,Minor Issues,8,J,6.4
1019,Stacey Welch,Painting,Advanced,Available,Healthy,7,D,8.4
1020,Ronnie Huerta,Heavy Machinery Operation,Advanced,Unavailable,Healthy,2,G,2.4
1021,Jennifer Ortega,Painting,Advanced,Unavailable,Major Issues,7,J,4.2
1022,Margaret Smith,Electrical,Beginner,Unavailable,Healthy,5,H,4.0
1023,Emily Ward,Drywall,Beginner,Unavailable,Major Issues,4,H,1.6
1024,Megan Hunt,Flooring,Intermediate,Unavailable,Healthy,5,E,5.0
1025,Brett Rich,Drywall,Intermediate,Available,Major Issues,8,C,4.0
1026,Jeremy Marsh,Plumbing,Beginner,Available,Healthy,7,I,5.6
1027,Frederick Kaiser,Roofing,Advanced,Available,Minor Issues,1,F,0.96
1028,Pam Lucas,Roofing,Intermediate,Available,Healthy,6,G,6.0
1029,Katie Duffy,Landscaping,Beginner,Unavailable,Major Issues,2,I,0.8
1030,Zachary Williams,Landscaping,Advanced,Unavailable,Major Issues,7,C,4.2
1031,Steven Ford,HVAC,Intermediate,Unavailable,Healthy,1,F,1.0
1032,Natalie Davis,Electrical,Advanced,Unavailable,Major Issues,6,H,3.6
1033,Charles Oneill,Carpentry,Beginner,Unavailable,Minor Issues,1,A,0.64
1034,Kyle Elliott,Electrical,Beginner,Available,Major Issues,7,E,2.8
1035,Charles Torres,Painting,Beginner,Available,Minor Issues,1,J,0.64
1036,Ms. Sarah Hernandez MD,HVAC,Beginner,Available,Minor Issues,2,A,1.28
1037,Christine Johnston,Landscaping,Intermediate,Unavailable,Major Issues,4,I,2.0
